Source,Target
György Elekes,geometry
György Elekes,set theory
Stephen E. Fienberg,analysis
Stephen E. Fienberg,statistics
Dmitry Kostomarov,computational mathematics
Ricardo Mañé,ergodic theory
Richard M. Dudley,mathematical statistics
Richard M. Dudley,probability theory
Richard M. Dudley,statistics
Boris Moishezon,algebra
Boris Moishezon,topology
Evgeny Golod,algebra
Alexander Kronrod,computational mathematics
Alexander Kronrod,mathematical sciences
Alexander Kronrod,pure mathematics
Alexander Kronrod,theoretical physics
Bernard Roy,analysis
Bernard Roy,decision analysis
Bernard Roy,graph theory
Thomas M. Liggett,ergodic theory
Thomas M. Liggett,probability theory
Jan W. Jaworowski,topology
David Simms,differential geometry
David Simms,geometry
Víctor Neumann-Lara,combinatorics
Víctor Neumann-Lara,game theory
Víctor Neumann-Lara,general topology
Víctor Neumann-Lara,graph theory
Víctor Neumann-Lara,topology
Andrzej Trybulec,set theory
John R. Isbell,abstract algebra
John R. Isbell,algebra
John R. Isbell,analysis
John R. Isbell,category theory
John R. Isbell,functional analysis
John R. Isbell,game theory
John R. Isbell,geometric graph theory
John R. Isbell,graph theory
John R. Isbell,topology
Jon Folkman,additive combinatorics
Jon Folkman,combinatorial theory
Jon Folkman,combinatorics
Jon Folkman,convex geometry
Jon Folkman,geometric combinatorics
Jon Folkman,geometry
Jon Folkman,graph theory
Jon Folkman,lattice theory
Jon Folkman,mathematical economics
Jon Folkman,matroid theory
Joseph L. Fleiss,analysis
Joseph L. Fleiss,biostatistics
Joseph L. Fleiss,epidemiology
Joseph L. Fleiss,statistics
Joseph Shalika,geometry
Joseph Shalika,number theory
Joseph Shalika,representation theory
Judith Q. Longyear,combinatorics
Judith Q. Longyear,graph theory
Francis Allotey,mathematical sciences
Anatole Beck,ergodic theory
Anatole Beck,measure theory
Charles William Gear,algebra
Charles William Gear,analysis
Charles William Gear,numerical analysis
Carlton E. Lemke,game theory
Carlton E. Lemke,linear programming
Friederich Ignaz Mautner,analysis
Friederich Ignaz Mautner,differential geometry
Friederich Ignaz Mautner,ergodic theory
Friederich Ignaz Mautner,functional analysis
Friederich Ignaz Mautner,geometry
Friederich Ignaz Mautner,representation theory
Friederich Ignaz Mautner,representation theory of groups
Kurt Strebel,analysis
Kurt Strebel,complex analysis
Kurt Strebel,function theory
Kurt Strebel,geometric function theory
Jacques Neveu,calculus
Jacques Neveu,combinatorics
Jacques Neveu,ergodic theory
Jacques Neveu,probability theory
Jacques Neveu,statistics
Jacques Neveu,stochastic calculus
Meyer Dwass,statistics
Marvin Zelen,analysis
Marvin Zelen,applied mathematics
Marvin Zelen,biostatistics
Marvin Zelen,mathematical statistics
Marvin Zelen,statistics
Andrzej Grzegorczyk,algebra
Andrzej Grzegorczyk,analysis
Andrzej Grzegorczyk,arithmetic
Andrzej Grzegorczyk,axiomatic geometry
Andrzej Grzegorczyk,calculus
Andrzej Grzegorczyk,complexity theory
Andrzej Grzegorczyk,computable analysis
Andrzej Grzegorczyk,computational complexity theory
Andrzej Grzegorczyk,functional analysis
Andrzej Grzegorczyk,functional calculus
Andrzej Grzegorczyk,geometry
Andrzej Grzegorczyk,linear functional analysis
Andrzej Grzegorczyk,mathematical logic
Andrzej Grzegorczyk,model theory
Andrzej Grzegorczyk,nonlinear functional analysis
Andrzej Grzegorczyk,proof theory
Georgia Benkart,algebra
Georgia Benkart,algebraic combinatorics
Georgia Benkart,combinatorics
Georgia Benkart,commutative algebra
Georgia Benkart,matrix algebra
Georgia Benkart,noncommutative algebra
Georgia Benkart,representation theory
Georgia Benkart,tensor
Herbert Gross,algebra
Herbert Gross,arithmetic
Herbert Gross,calculus
Alex F. T. W. Rosenberg,abstract algebra
Alex F. T. W. Rosenberg,algebra
Alex F. T. W. Rosenberg,coding theory
Alex F. T. W. Rosenberg,combinatorics
Alex F. T. W. Rosenberg,ring theory
Teruhisa Matsusaka,algebra
Teruhisa Matsusaka,algebraic geometry
Teruhisa Matsusaka,geometry
William J. Firey,geometry
Alfred Inselberg,algebra
Alfred Inselberg,analysis
Alfred Inselberg,linear algebra
Yury Prokhorov,probability theory
William G. Bade,algebra
William G. Bade,calculus
William G. Bade,operator theory
Michel Balinski,analysis
Michel Balinski,calculus
Michel Balinski,combinatorics
Michel Balinski,linear programming
Michel Balinski,polyhedral combinatorics
Alberto Tognoli,algebra
Alberto Tognoli,algebraic geometry
Alberto Tognoli,geometry
Alberto Tognoli,real algebra
Stanisław Świerczkowski,combinatorics
Gene Grabeel,analysis
Paul Chernoff,algebra
Paul Chernoff,analysis
Paul Chernoff,functional analysis
Manohar Vartak,graph theory
Manohar Vartak,statistics
Ian R. Porteous,abstract algebra
Ian R. Porteous,algebra
Ian R. Porteous,calculus
Ian R. Porteous,differential calculus
Ian R. Porteous,differential geometry
Ian R. Porteous,differential geometry of curves
Ian R. Porteous,differential geometry of surfaces
Ian R. Porteous,geometric algebra
Ian R. Porteous,geometry
Ian R. Porteous,modern algebra
Ian R. Porteous,singularity theory
T. A. Springer,algebra
T. A. Springer,linear algebra
Patrick X. Gallagher,analytic number theory
Patrick X. Gallagher,number theory
Patrick X. Gallagher,sieve theory
Horst Herrlich,category theory
Horst Herrlich,general topology
Horst Herrlich,topology
Sergey Mergelyan,analysis
Sergey Mergelyan,approximation theory
Sergey Mergelyan,complex analysis
Sergey Mergelyan,computational mathematics
Sergey Mergelyan,mathematical sciences
Sergey Mergelyan,pure mathematics
Peter James Lorimer,combinatorics
Peter James Lorimer,group theory
Grigori Mints,analysis
Grigori Mints,calculus
Grigori Mints,mathematical logic
Grigori Mints,proof theory
Anne Cobbe,algebra
Anne Cobbe,homological algebra
Anne Cobbe,pure mathematics
Taivo Arak,mathematical statistics
Taivo Arak,probability theory
Taivo Arak,statistics
Zofia Szmydt,potential theory
Takao Nishizeki,analysis
Richard L. Bishop,differential geometry
Richard L. Bishop,geometry
Vladimir Gerdt,algebra
Vladimir Gerdt,algebraic computation
Vladimir Gerdt,analysis
Vladimir Gerdt,computer algebra
Vladimir Gerdt,mathematical physics
Vladimir Gerdt,numerical analysis
Vladimir Gerdt,theoretical physics
Robert V. Hogg,analysis
Robert V. Hogg,mathematical statistics
Robert V. Hogg,statistics
Robin Sibson,statistics
Roger Wolcott Richardson,algebra
Roger Wolcott Richardson,analysis
Roger Wolcott Richardson,geometry
Roger Wolcott Richardson,representation theory
David W. Henderson,algebra
David W. Henderson,algebraic geometry
David W. Henderson,geometry
David W. Henderson,topology
Bernard Epstein,analysis
Bernard Epstein,applied mathematics
Bernard Epstein,complex analysis
Bernard Epstein,functional analysis
Wilson Sutherland,algebra
Wilson Sutherland,algebraic topology
Wilson Sutherland,topology
Anne Penfold Street,combinatorics
Anne Penfold Street,group theory
Rollo Davidson,analysis
Rollo Davidson,geometry
Rollo Davidson,probability theory
Rollo Davidson,stochastic geometry
Ronald C. Read,graph theory
Olof Hanner,combinatorial game theory
Olof Hanner,game theory
Glen Bredon,topology
Ashot Petrosian,computational mathematics
Ashot Petrosian,discrete mathematics
N. U. Prabhu,operation research
N. U. Prabhu,statistics
Geoffrey Watson,statistics
George Kempf,algebra
George Kempf,algebraic geometry
George Kempf,analysis
George Kempf,geometry
Hanno Rund,calculus
Hanno Rund,calculus of variations
Frank Spitzer,probability theory
Fridrikh Karpelevich,algebra
Fridrikh Karpelevich,geometry
Fridrikh Karpelevich,probability theory
Geoffrey Colin Shephard,convex geometry
Geoffrey Colin Shephard,geometry
Geoffrey Colin Shephard,invariant theory
Cora Sadosky,analysis
Cora Sadosky,classical analysis
Cora Sadosky,harmonic analysis
Heinrich Guggenheimer,algebra
Heinrich Guggenheimer,algebraic geometry
Heinrich Guggenheimer,differential geometry
Heinrich Guggenheimer,geometry
Heinrich Guggenheimer,topology
Henry Helson,algebra
Henry Helson,analysis
Henry Helson,function theory
Henry Helson,harmonic analysis
Klaus W. Roggenkamp,algebra
Klaus W. Roggenkamp,algebraic combinatorics
Klaus W. Roggenkamp,combinatorics
Klaus W. Roggenkamp,representation theory
Peter Duren,analysis
Peter Duren,classical analysis
Peter Duren,function theory
Peter Duren,functional analysis
Peter Duren,geometric function theory
Peter Duren,harmonic analysis
Peter Duren,potential theory
Jack K. Hale,bifurcation theory
Hale F. Trotter,group theory
Hale F. Trotter,knot theory
Hale F. Trotter,number theory
Hale F. Trotter,probability theory
Jerzy Browkin,algebra
Jerzy Browkin,algebraic number theory
Jerzy Browkin,number theory
Donald Sarason,algebra
Donald Sarason,analysis
Donald Sarason,complex analysis
Donald Sarason,function theory
Manfredo do Carmo,differential geometry
Manfredo do Carmo,differential geometry of surfaces
Manfredo do Carmo,geometry
Manfredo do Carmo,topology
Yvonne Bishop,biostatistics
Yvonne Bishop,statistics
Marvin Greenberg,algebra
Marvin Greenberg,algebraic topology
Marvin Greenberg,geometry
Marvin Greenberg,topology
Chaim Samuel Hönig,analysis
Chaim Samuel Hönig,functional analysis
Janez Rakovec,analysis
Janez Rakovec,differential geometry
Janez Rakovec,differential topology
Janez Rakovec,functional analysis
Janez Rakovec,geometry
Janez Rakovec,topology
George Roger Sell,mathematical sciences
George Roger Sell,operator theory
George Roger Sell,spectral theory
Alan B. Tayler,analysis
Alan B. Tayler,applied mathematics
Zdeněk Hedrlín,algebra
Zdeněk Hedrlín,applied mathematics
Zdeněk Hedrlín,category theory
Zdeněk Hedrlín,combinatorial theory
Zdeněk Hedrlín,universal algebra
Abraham Ziv,additive number theory
Abraham Ziv,number theory
Charalambos D. Aliprantis,analysis
Charalambos D. Aliprantis,real analysis
Chen Chung Chang,algebra
Chen Chung Chang,analysis
Chen Chung Chang,model theory
Chris Heyde,statistics
Chris Heyde,stochastic process
Christine Hamill,finite geometry
Christine Hamill,geometry
Christine Hamill,group theory
Lester Dubins,analysis
Lester Dubins,convex analysis
Lester Dubins,geometry
Lester Dubins,probability theory
Lester Dubins,statistics
Lester Dubins,stochastic process
William S. Massey,algebra
William S. Massey,algebraic topology
William S. Massey,cohomology theory
William S. Massey,homology theory
William S. Massey,topology
Wim Cohen,applied mathematics
Zdeněk Frolík,analysis
Zdeněk Frolík,functional analysis
Zdeněk Frolík,topology
Radha Laha,probability theory
Radha Laha,statistics
Ralph Henstock,analysis
Ralph Henstock,harmonic analysis
Ralph Henstock,probability theory
Ralph Henstock,topology
Regina Tyshkevich,graph theory
Reuven Rubinstein,analysis
Reuven Rubinstein,combinatorial optimization
Richard Arenstorf,analytic number theory
Richard Arenstorf,number theory
Richard Davis Anderson,topology
Richard Lashof,differential topology
Richard Lashof,topology
Richard Laver,algebra
Richard Laver,set theory
Robert G. Bartle,analysis
Robert G. Bartle,real analysis
Gyula Bereznai,analysis
Gyula Bereznai,harmonic analysis
Gyula Bereznai,set theory
Tadashi Nagano,algebra
Tadashi Nagano,differential geometry
Tadashi Nagano,geometry
Robert Liptser,analysis
Robert Liptser,statistics
Robert Liptser,stochastic process
Ailsa Land,analysis
Ailsa Land,linear programming
Árpád Varecza,combinatorics
Věra Trnková,algebra
Věra Trnková,category theory
Věra Trnková,general topology
Věra Trnková,topology
Marta Bunge,calculus
Marta Bunge,calculus of variations
Marta Bunge,category theory
Marta Bunge,differential topology
Marta Bunge,topology
Alberto Collino,algebra
Alberto Collino,algebraic geometry
Alberto Collino,geometry
Johann Pfanzagl,mathematical statistics
Johann Pfanzagl,statistics
Bas Edixhoven,arithmetic
Bas Edixhoven,arithmetic geometry
Bas Edixhoven,geometry
Bas Edixhoven,pure mathematics
Carl Hewitt,calculus
Oded Schramm,analysis
Oded Schramm,complex analysis
Oded Schramm,conformal geometry
Oded Schramm,field theory
Oded Schramm,geometry
Oded Schramm,probability theory
Oded Schramm,pure mathematics
Oded Schramm,statistical mechanics
Oded Schramm,statistics
Jonathan Borwein,analysis
Jonathan Borwein,applied mathematics
Jonathan Borwein,computational mathematics
Jonathan Borwein,experimental mathematics
Jonathan Borwein,functional analysis
Jonathan Borwein,number theory
Jonathan Borwein,pure mathematics
Vaughan Jones,algebra
Vaughan Jones,analysis
Vaughan Jones,field theory
Vaughan Jones,knot theory
Vaughan Jones,low-dimensional topology
Vaughan Jones,topology
Andrei Suslin,algebra
Andrei Suslin,algebraic geometry
Andrei Suslin,geometry
Andrei Suslin,motivic cohomology
Andrei Bolibrukh,analytic geometry
Andrei Bolibrukh,complex analytic geometry
Andrei Bolibrukh,geometry
Andrei Zelevinsky,algebra
Andrei Zelevinsky,combinatorics
Andrei Zelevinsky,commutative algebra
Andrei Zelevinsky,representation theory
Jean-Pierre Demailly,algebra
Jean-Pierre Demailly,algebraic geometry
Jean-Pierre Demailly,analytic geometry
Jean-Pierre Demailly,complex analytic geometry
Jean-Pierre Demailly,complex geometry
Jean-Pierre Demailly,geometry
Jean-Pierre Demailly,intersection theory
Jean-Pierre Demailly,number theory
Jean-Pierre Demailly,tensor
Hans Dobbertin,analysis
Jean Bourgain,analysis
Jean Bourgain,analytic number theory
Jean Bourgain,arithmetic
Jean Bourgain,arithmetic combinatorics
Jean Bourgain,combinatorics
Jean Bourgain,ergodic theory
Jean Bourgain,geometry
Jean Bourgain,group theory
Jean Bourgain,harmonic analysis
Jean Bourgain,mathematical physics
Jean Bourgain,number theory
Jean Bourgain,spectral theory
Vladimir Voevodsky,algebra
Vladimir Voevodsky,algebraic geometry
Vladimir Voevodsky,algebraic topology
Vladimir Voevodsky,geometry
Vladimir Voevodsky,homotopy theory
Vladimir Voevodsky,motivic cohomology
Vladimir Voevodsky,topology
Vladimir Voevodsky,type theory
Jean-Pierre Wintenberger,number theory
Andreas Floer,differential geometry
Andreas Floer,geometry
Andreas Floer,low-dimensional topology
Andreas Floer,mathematical physics
Andreas Floer,symplectic geometry
Andreas Floer,symplectic topology
Andreas Floer,topology
Simon P. Norton,number theory
Patrick Dehornoy,algebra
Patrick Dehornoy,group theory
Patrick Dehornoy,set theory
Robert F. Coleman,algebra
Robert F. Coleman,algebraic geometry
Robert F. Coleman,analysis
Robert F. Coleman,arithmetic
Robert F. Coleman,arithmetic algebraic geometry
Robert F. Coleman,arithmetic geometry
Robert F. Coleman,geometry
Robert F. Coleman,number theory
Robert F. Coleman,p-adic analysis
Leonid Khachiyan,computational mathematics
Leonid Khachiyan,discrete mathematics
Leonid Khachiyan,linear programming
Greg Hjorth,mathematical logic
Greg Hjorth,set theory
Amir Aczel,statistics
Thomas Wolff,analysis
Thomas Wolff,complex analysis
Thomas Wolff,harmonic analysis
Boris Tsirelson,analysis
Boris Tsirelson,functional analysis
Boris Tsirelson,probability theory
Tan Lei,complex dynamics
Maryam Mirzakhani,algebra
Maryam Mirzakhani,ergodic theory
Maryam Mirzakhani,geometry
Maryam Mirzakhani,hyperbolic geometry
Maryam Mirzakhani,intersection theory
Maryam Mirzakhani,symplectic geometry
Charles R. Doering,analysis
Charles R. Doering,field theory
Charles R. Doering,statistical mechanics
Juha Heinonen,affine geometry
